218746 249657 320130 390824 95729,1,280130,280130 280130
455183 395845 214790 108936 382419,6,439778,413990 413990 75547 413990 30024 30024 253425 453201 439778 439778
198657 192268 403123 309499 294807,3,113405,187235 7379 113405 113405
137427 450082 88432 131385 454422,23,6174,448291 272527 448291 420549 448291 274857 386692 200659 381636 21561 93941 448291 6174 278214 176045 121849 88951 348816 49461 200659 200659 445308 313403 445308 456792 380237 456792 39439 418729 380237 39439 456792 418729 39439 438264 6174
422425 138136 367452 85510 381636,16,121849,448291 48892 363602 266745 197862 148025 200659 378287 33719 21747 230439 358394 236453 386692 55034 121849 386692 121849
88886 67182 88886 88886 441385,1,91152,91152 91152
196477 380388 239416 440912 89438,3,53440,205057 198599 53440
120098 4067 256146 330506 400946,1,149724,149724 149724
48820 218126 290999 441668 160272,2,142204,142204 38967 142204 142204
190000 219512 219512 384302 384302,1,438554,438554 438554
320130 393562 320130 45738 320130,1,320130,320130 320130
139296 332255 46156 85732 350629,1,196797,196797 196797 196797
69533 369447 369447 215596 354233,1,391189,391189 391189 391189
386704 8523 317555 280342 43402,2,211157,267410 211157
17478 20623 197642 17478 354153,2,76812,423156 76812
111530 111530 111530 339517 59003,5,69261,69261 21774 125920 24387 242973 69261
54567 402462 429223 390611 228903,1,402462,402462 402462
147684 228903 147684 234255 228903,2,37403,147684 37403
406775 204235 344071 91438 275469,2,444712,265328 444712
240262 452 240262 240262 444006,1,240262,240262 240262
268548 417536 106055 337480 101316,3,147060,217409 147060 153031 147060 147060
250212 412933 80054 465387 371733,1,9877,9877 9877
247224 374938 384302 101620 288846,1,22623,22623 22623
465231 302887 66691 227161 9629,4,205483,195971 261275 195971 302887 205483
366859 366859 366859 176995 238925,1,366859,366859 366859
372188 163604 324290 314789 302307,1,366859,366859 366859 366859
46253 105423 432459 67862 264574,5,51268,125092 125092 7171 330482 51268 4188 51268
125092 119005 310933 83587 44266,2,211033,125092 125092 211033 211033
260830 29757 287449 29757 192284,2,75536,334047 75536 75536 75536
93104 463509 302142 107238 411934,1,119774,119774 119774
234255 387373 389135 234255 166306,1,331910,331910 331910
254326 211158 302239 268081 243406,1,254326,254326 254326
11670 297668 11670 460034 216102,3,338721,297668 2828 297668 338721
268883 85914 316753 272324 424506,2,416039,359310 416039 416039
454301 153036 48115 249815 48115,1,48030,48030 48030 48030
172410 278830 41611 371 158456,1,111045,111045 111045
28287 367346 49257 236969 244397,1,445883,445883 445883
214913 404936 82232 372504 105190,2,203002,42694 203002
41295 151178 83952 216266 398152,2,143929,445578 445578 445578 445578 143929
214820 414044 46232 409804 201882,2,186933,186933 194550 186933 186933
401101 382751 181673 79955 34269,4,277183,113718 332275 113718 166291 277183 166291 277183
66587 32591 387220 63102 248614,1,427952,427952 427952
322247 288464 442131 170262 449489,2,296989,429571 296989
325670 325670 379962 325670 183124,2,296989,429571 296989
267286 114603 44329 85188 229072,3,32581,461686 218794 32581
338435 461671 363045 303715 338435,1,217605,217605 217605 217605
461686 103634 430845 117677 176484,14,254363,191640 191640 328535 392952 61287 164830 239091 455694 70998 175773 328535 454649 40140 40140 45330 286947 254363 254363
412622 352788 355511 46232 325852,2,99260,441178 99260 99260
267236 188395 54771 23762 257040,5,54771,275066 275066 54771 340315 275066 54771 54771 340315 275066 54771 275066 275066 275066 340315 275066 287227 287227 287227 287227 275066 275066 54771 275066 54771 16552 54771 54771 54771
139769 139769 143860 428806 250526,3,63570,237539 139769 139769 139769 139769 139769 63570 63570
99187 232172 144358 172894 386724,1,450986,450986 450986
219435 257040 257040 257040 123548,4,51969,455183 328696 434688 328696 51969 51969
353672 14288 353672 353672 267961,2,23762,268883 23762 23762
458575 431417 46938 161205 70084,3,441751,321944 100162 441751
386160 362858 260493 442706 386160,1,386160,386160 386160
399192 7943 140527 210087 181045,1,414425,414425 414425
410616 38965 241555 443370 9877,2,23347,182351 23347
125751 392548 340808 452990 153666,2,125751,349254 125751 125751
394220 390542 161427 374243 90895,3,245158,245158 283770 318781 245158 245158
34757 184966 69730 437922 411934,1,318781,318781 318781
243990 29196 46232 29196 29196,2,426174,29196 29196 426174 426174
297097 178108 67926 87513 169203,1,64820,64820 64820
241555 198376 325310 241555 325310,1,214571,214571 214571
214571 372442 372442 372442 380118,2,161666,214571 161666 161666
394678 134257 48105 428684 228012,1,58086,58086 58086
245994 245994 9877 245994 245994,2,83981,30308 83981
56952 112047 309098 11613 62120,1,260282,260282 260282
183511 216597 184331 294995 174265,3,32191,32191 287493 32191 177217 32191 32191
346424 420960 198991 368060 47043,2,316243,306521 316243 316243
375492 390934 396603 396603 440747,1,2873,2873 2873
324109 390992 34658 26210 86430,1,329575,329575 329575
69533 37254 230376 72594 257410,4,331039,328467 37254 115764 37254 331039
462423 385091 20388 73170 345994,8,158314,457231 155708 183762 155708 155708 53883 155708 54172 158314 158314 158314 386768 391020 391020 158314
232172 303715 153778 244302 104342,1,255336,255336 255336
212289 394678 69506 394974 240248,1,351294,351294 351294
464466 361551 310149 302116 114851,1,256598,256598 256598
101827 97932 55264 367497 37068,1,85579,85579 85579
98899 179856 278843 339703 226192,3,312728,98425 312728 353436 353436 353436 312728 312728
172499 37199 172499 409804 417912,2,331644,312728 331644
186214 450455 42577 129191 452194,2,454183,331644 454183
339703 98899 179856 409804 278843,2,312728,454183 312728 312728
339703 119736 46109 179856 208175,2,156552,312728 156552 156552
186702 127879 450082 312728 313019,2,179290,156552 179290 179290
331514 124780 421884 238942 186702,2,182157,179290 182157 182157
370037 31058 408747 9877 9877,2,31058,182157 31058 31058
111530 250345 57810 170468 5885,2,389200,31058 389200 389200
315911 111530 5885 250345 169252,2,152262,389200 152262 152262
325310 9877 9877 283115 241555,7,9877,9877 38965 91235 82377 465387 38965 325310 9877 241555 9877 9877
353628 451553 123652 216391 107162,2,283115,188412 283115
38965 9877 325310 325310 9877,7,9877,9877 82377 9877 325310 465387 325310 91235 325310 38965 241555 325310 9877
283115 9877 88620 252319 37115,3,91235,283115 9877 91235 91235
7943 390799 180182 416017 7943,1,353111,353111 353111
366517 282966 177237 439303 57723,4,251916,353111 353111 147613 287774 287774 251916 251916
62269 307355 195423 31838 257611,2,200623,200623 176879 200623 200623
340808 367664 257040 347414 257575,2,150940,413986 150940 413986 150940 413986 413986 150940 150940
384560 384560 13855 466347 240170,2,322606,1152 322606 322606
101948 355874 66752 328486 546,1,446506,446506 446506
268335 460188 170262 442131 321905,2,95977,421103 95977 95977
452727 398756 370572 189313 166306,5,122941,370572 13855 75033 402460 122941 122941
262826 127622 59665 262826 416974,1,448220,448220 448220 448220
29196 41169 281415 17478 203728,1,288174,288174 288174
309778 315543 114851 339763 153036,1,418366,418366 418366
390285 212767 402455 212767 264521,1,230842,230842 230842
408132 32191 209225 172894 439726,2,381387,236963 381387
98051 178362 258608 98051 452852,2,414410,98051 414410
354233 68941 6586 275937 261644,3,356316,147294 356316 184990 356316
432748 45644 248455 317691 323291,5,195852,434171 120178 417432 195852 387010 195852
360877 214790 337327 351481 51767,2,8300,168927 8300 8300
121186 380747 380747 223196 316907,2,462376,26900 462376
416530 413110 192452 416530 411868,2,340190,340190 340190 257996 340190 340190
95834 359808 462852 350527 359808,1,95834,95834 95834
115826 206357 164702 77991 383001,1,291877,291877 291877
387799 272837 1325 35237 303086,1,337367,337367 337367 337367
222697 95489 117677 342246 216266,2,42874,166683 42874 42874 42874
199989 14758 239861 293322 357541,1,246501,246501 246501
320130 389158 46130 218746 320130,3,166683,138523 264942 166683
176363 368432 390799 412457 138427,2,54431,42641 54431 54431
176484 166122 17478 207572 248455,10,269626,303039 450414 333631 303039 71285 260282 303039 260282 303039 309274 233974 75710 333631 333631 233974 303039 303039 95421 260282 269626 269626
456915 285430 301805 224985 419371,1,421227,421227 421227
105190 438484 417464 105190 121086,1,438484,438484 438484
350384 409804 409804 312728 312728,3,294109,188051 455183 455183 294109 294109 294109 294109
240708 240708 254418 869 303828,1,43402,43402 43402
96882 1152 10885 298056 355994,5,340111,158769 277328 139580 340111 384560 340111
392074 392074 126555 234198 126555,1,392074,392074 392074
288952 20911 254678 393028 422446,1,288952,288952 288952
284901 176995 333244 453390 137440,2,322551,217918 322551 322551
451806 451806 451806 451806 451806,1,217918,217918 217918
60980 119736 338660 355994 119736,1,291767,291767 291767
256146 225257 459475 110517 31791,1,176488,176488 176488 176488
414633 274435 369447 399531 262155,1,136724,136724 136724
140527 332018 66405 232172 178362,3,350901,447184 36277 350901 350901
316753 426031 398004 394052 318333,1,426031,426031 426031
299341 299341 445351 145665 299341,1,368488,368488 368488
443683 4527 313375 221614 4527,1,113535,113535 113535
439444 431417 252319 196477 436577,48,263338,459040 263338 440937 340616 293482 83968 132508 194319 48557 281541 414179 279436 65190 116779 398821 73081 143716 132508 152361 331104 439444 263338 451335 140542 74644 35221 363284 82576 131826 401043 456320 323254 412000 371725 142648 357722 73105 431230 322551 386095 209195 382400 376322 445456 69764 10285 249768 162892 263338 263338 83968 73081 439444 73081 143716 152361 132508 459040 275919 263338 451837 263338
455763 455763 455763 455763 455763,1,455763,455763 455763
320130 320130 338660 51650 463617,1,394005,394005 394005
43447 316753 204038 445351 29757,2,265326,326324 265326 265326
237935 159822 369158 75555 159822,2,193488,112315 193488
230828 347013 234493 312390 164941,1,234493,234493 234493
101718 46924 76878 415610 354288,1,129624,129624 129624 129624
240470 415324 108458 396930 32612,5,212899,279726 175749 175749 175749 175749 175749 56153 13576 212899 56153 212899 212899
44234 44234 143000 444006 143000,1,444006,444006 444006
266439 48030 40870 277139 303661,2,108908,108908 385475 108908 108908
232172 422561 232172 400946 120098,1,132347,132347 132347 132347
250643 250643 250643 250643 250643,2,202848,250643 202848
238495 238495 205829 222604 46031,1,167769,167769 167769 167769
231482 118914 389135 234255 130709,4,84310,399592 11663 11663 11663 64951 399592 64951 64951 64951 64951 84310 84310
312390 264236 253175 332567 13896,2,21674,264236 21674 21674 21674 21674 21674 21674
114671 133157 345694 133157 65703,2,464731,36868 464731 464731 464731 464731
36130 36130 90931 281329 157441,1,90931,90931 90931
173253 188148 111675 188810 151670,1,180068,180068 180068 180068
231482 89775 420960 138427 300670,2,268883,312728 268883 268883
211418 237422 417187 821 250547,11,92695,420960 306057 382397 50864 289633 343029 387826 239203 312077 239203 19306 92695 92695 92695
26900 175356 417927 419761 432183,1,19306,19306 19306
259011 232062 330481 420960 372641,3,420960,268883 283916 420960 420960
414237 291182 260830 460728 334273,3,244817,256224 292400 256224 244817 244817
546 248455 228392 248455 176484,2,248455,546 248455 248455 248455
218794 10572 461686 275423 10572,1,304081,304081 304081 304081 304081 304081 304081
287467 297858 459149 219512 66405,5,182302,304081 304081 304081 304081 182302 417974 182302 218771 91530 182302 91530 304081 182302 182302
458783 248718 406071 398115 142819,1,406071,406071 406071 406071
117677 430845 305760 261589 127042,11,215868,259884 412974 102000 32971 455887 436421 436421 399195 436421 140853 32267 277525 215868
434487 107025 251751 88886 20416,11,277525,309139 151716 32267 32267 200180 123917 4643 243600 204057 151716 309139 277525 309139 151716 277525 204057 243600 32267 200180 155514 32267 342264 204057 277525 309139 342264 309139 309139 277525 204057 277525 309139 204057 277525
342264 29940 78268 83701 225148,1,342264,342264 342264
342264 29940 78268 154034 259884,2,449391,342264 449391
226567 346732 57788 307212 92665,1,359398,359398 359398
464845 294267 429023 24996 407403,1,214847,214847 214847
296375 339356 302559 114121 33303,2,25332,229172 25332 25332
461686 289633 228287 308648 107162,10,95977,395225 366163 269192 148545 315017 99893 109474 77517 119781 95977 109474 95977 95977
7943 7943 2463 239290 428781,1,420642,420642 420642 420642
257575 126009 152262 227331 464731,2,109027,420642 109027
345086 153135 345086 184331 17478,2,302116,139770 302116
238804 266439 48030 231482 42328,1,348591,348591 348591
37029 46156 333067 65633 35202,14,252100,101681 284884 6047 33241 159137 244218 42893 352096 244218 114735 116867 116867 114735 355484 37029 33241 140034 33241 140034 33241 140034 33241 140034 33241 252100 252100
231501 261673 193764 46232 415610,4,140034,33241 70868 33241 140034 33241 140034 337529 140034 140034
200623 167668 109795 213438 249447,1,6047,6047 6047
90219 250347 411886 248262 138661,2,101681,6047 101681 101681 101681
105190 210009 324269 409804 105190,2,284884,101681 101681 284884 284884
64834 409770 27537 378211 121311,2,244218,284884 284884 244218 244218
247862 89775 364249 357650 142819,8,355484,244218 116867 116867 101681 284884 6047 244218 252100 140034 355484
19629 312717 181973 13224 365015,2,104651,328847 104651 104651 104651
546 190000 384302 190000 546,2,352096,42893 352096 352096
455223 220490 428072 282806 139462,2,414914,1152 414914
111530 111530 430292 389860 287496,1,414914,414914 414914
362760 204023 238804 293735 63899,2,458608,63899 458608 458608
360831 115556 415448 112766 464751,1,150477,150477 150477
64713 140970 303546 368112 427459,12,213954,237661 446663 64713 21091 21091 64713 446663 446663 240257 415136 415136 27503 415631 67845 237661 237661 213954 132234 213954 67845 237661 139037 213954 213954
254617 52301 19976 273754 52301,1,391990,391990 391990
217630 458882 204902 380484 302307,2,234299,234299 234299 209017 234299 234299 234299
464392 338592 360487 450455 338592,1,67889,67889 67889 67889 67889
112782 244458 190000 422671 234255,1,342330,342330 342330
445351 85441 92361 445351 444593,5,463280,59665 59665 406398 310534 406398 426351 463280
299658 258810 135856 329119 420079,2,139936,73759 139936 139936
171878 10572 10572 461686 171878,1,153492,153492 153492
386092 69362 288078 290171 272969,2,326846,277776 277776 326846
272324 91888 92361 422905 12217,9,288340,288340 422905 400707 454467 288340 32404 216548 395715 127555 107972 288340
187138 426550 216019 338543 361672,1,216019,216019 216019
54435 4537 208939 4537 126307,2,77573,77573 431728 431728 77573 77573
454793 258457 235114 365986 443037,1,458167,458167 458167
352788 273529 173491 126623 248904,1,62277,62277 62277 62277 62277 62277
187278 187278 187278 88497 304156,4,102433,310778 220591 187278 102433 102433
208939 398762 444190 381941 241555,1,254324,254324 254324
24418 320058 24418 82552 161205,1,428268,428268 428268
452361 363045 143860 461671 363045,1,301880,301880 301880
413841 335351 104116 338162 185535,1,375066,375066 375066 375066
272370 272370 8681 286620 37554,3,272370,186788 272370 272370 255161 272370 272370
281212 358845 259905 281212 253729,1,248597,248597 248597 248597
348254 348254 348254 308441 350968,2,348254,262545 348254 348254
32398 216519 173289 273940 410078,1,262545,262545 262545
429721 459475 283263 202171 355043,1,122873,122873 122873 122873 122873 122873
309778 339763 359844 140861 399031,1,300386,300386 300386 300386
285036 167986 113238 189315 267663,1,461274,461274 461274
177695 66691 205136 434047 295449,5,423691,56415 418151 46232 423691 292059 423691
82174 299440 408888 82174 46391,1,199314,199314 199314
9877 38965 325310 241555 241555,1,396853,396853 396853
18293 239006 118752 252314 419701,2,62737,318941 62737 62737
100282 62737 46130 62737 341486,2,374759,62737 374759
196734 235902 32177 190774 133907,3,148103,150605 461199 461199 148103 148103
120114 288249 389525 218557 99824,1,7819,7819 7819
399031 257575 399031 279052 257575,1,122873,122873 122873 122873
272004 262826 420960 89775 391515,6,29455,17910 118754 378936 378936 118754 118754 306086 109027 29455
19349 196704 65801 78494 191063,3,230376,265728 265728 230376 174399 230376
7943 7943 102752 7943 129191,1,378153,378153 378153
289004 204639 48541 66448 151551,3,463487,317798 151551 463487
208939 208939 208939 241555 241555,1,141009,141009 141009 141009
320130 320130 7943 236969 64396,1,141009,141009 141009 141009
310702 189926 116706 72597 237086,2,431804,116724 431804 431804
35608 35608 276402 415928 459319,1,14427,14427 14427
461686 90910 461686 334714 461686,2,35608,57194 35608 35608 35608
126438 270529 149049 75839 69333,2,367696,258502 367696
462683 46232 41904 283971 316753,1,424996,424996 424996
187138 232172 145410 402272 7943,5,400946,37364 421733 141240 400946 222294 400946
112831 173433 7943 391917 332592,1,276704,276704 276704 276704 276704 276704
190316 101184 317744 466114 20940,1,7943,7943 7943
259189 149382 183178 149382 172293,1,110283,110283 110283
298516 282528 441668 424182 11613,1,427736,427736 427736
387318 112435 29351 166691 440998,2,69533,247909 247909 247909 69533
192569 192569 192569 192569 316140,1,247909,247909 247909
192569 247909 269551 192569 192569,2,282298,247909 282298
279585 181576 144820 242780 200425,2,412446,184926 184926 412446 412446
417860 260671 257575 96813 332005,1,461797,461797 461797
118894 410245 14427 250019 460188,1,18032,18032 18032
349506 315543 381944 242905 242905,1,127978,127978 127978
311727 101357 89356 422699 466109,1,46170,46170 46170 46170
427017 120164 120164 100367 120164,3,94777,46253 94777 120164 94777 94777
316465 316465 316465 316465 46008,1,233893,233893 233893 233893 233893 233893 233893 233893 233893 233893 233893 233893 233893
76971 240160 240160 76971 395435,1,397642,397642 397642
340375 176363 422905 302066 208939,2,355994,31791 355994 355994
409804 409804 22436 46232 65273,2,136521,443768 136521 136521
276821 158912 276762 56323 176484,3,276821,173806 347617 276821 276821
185504 366859 215051 187026 79097,3,133954,35128 133954 133954 133954 133954 366859 133954 133954
37902 158823 305833 100944 198657,1,177757,177757 177757
192227 192227 264917 234890 309493,2,389135,192227 389135
125831 108486 79524 445351 218746,4,37029,334520 46130 24734 37029
444593 248455 172293 276494 317691,2,228314,110302 228314 228314
271823 195553 377960 74952 195553,1,372756,372756 372756
234255 170262 166306 234255 231482,2,301682,141908 301682 301682 301682
26086 420960 190000 158220 218126,3,219512,301682 190000 219512
243910 108817 346782 397236 397236,2,276245,413784 276245 276245
117677 282385 305760 17478 257040,14,239624,15466 424078 356498 76870 365150 275097 193920 314982 314982 96598 217276 217276 217276 259011 35028 377704 239624
437520 424182 349948 64713 86218,1,81473,81473 81473
29196 266439 29196 29196 29196,1,81944,81944 81944
308309 237941 450082 137427 137427,1,450082,450082 450082
127613 77539 351313 50275 357432,1,56782,56782 56782
438825 348039 32398 105436 407544,3,37379,107165 37379 79555 37379
79555 166122 4887 348949 136035,3,146735,123548 79555 146735 146735
166122 46924 134858 275339 17478,9,331381,79555 199217 79555 79447 79555 29034 79555 227875 79555 123548 79555 411121 79555 45237 331381 331381
396445 299677 51275 404264 383429,1,187913,187913 187913
48030 48030 48030 260282 48030,1,278214,278214 278214
346892 37254 350724 186352 128863,1,215503,215503 215503 215503
273754 176363 170262 332253 390093,4,363145,445351 445351 65021 281717 363145
109308 240262 448220 319608 411914,2,448220,89323 448220
275937 364547 265338 257575 459626,1,275937,275937 275937
354676 40582 354676 56303 354676,1,305588,305588 305588
276494 308648 123964 403576 444593,4,272324,275937 347226 281003 272324
120411 158666 279332 158666 253615,1,415081,415081 415081
546 420528 248455 248455 546,1,205814,205814 205814
96628 321780 364532 186702 447755,11,373912,177370 279257 279257 177370 290509 46910 81251 169147 314029 314029 408400 314029 373912 314029 408400 373912 331430 373912 245005 373912
284463 204494 210965 284547 404121,3,4001,332629 345279 4001 4001 4001 4001
187026 335331 312728 409804 187026,1,187026,187026 187026
340960 385755 403576 176484 228392,1,271321,271321 271321
120098 120379 119364 339966 177048,1,346648,346648 346648
7901 185357 42002 300967 34032,1,239020,239020 239020
37471 47526 87557 103265 301284,1,360487,360487 360487
388481 34853 413686 462070 172470,2,414416,385319 414416 414416
277139 129193 266439 196860 257040,8,322501,309821 309821 309821 262105 17478 460219 460219 460219 51086 452553 409804 409804 322501 322501
37199 172499 417912 377617 409804,1,312728,312728 312728
257767 184199 399658 413227 396445,1,37197,37197 37197
67811 29196 9877 67811 58161,1,29196,29196 29196
253615 65273 312728 65273 22436,2,58086,29196 58086 58086
212006 349506 432748 3383 312728,1,313205,313205 313205
208175 65273 236997 46109 390591,17,404035,58086 274599 313205 29196 29196 29196 29196 272770 373534 339703 90240 133907 154171 154171 154171 154171 316753 90240 90240 90240 313205 274599 29196 154171 161478 268491 153095 330647 126045 404035 404035
192721 315419 18764 140248 408963,4,410533,132893 132893 128686 128686 393095 128686 410533 410533
51275 389158 296448 369447 176419,14,171456,396042 240301 179834 179834 179834 371928 234857 89379 384157 80754 134525 427979 171456 44450 74758 430982 430982 171456
187138 184458 184458 342246 248142,1,187138,187138 187138
267663 406268 24852 369447 148400,1,121078,121078 121078
268883 268883 268883 268883 342993,4,421979,397011 175356 397011 175356 397011 97139 421979
321293 338208 326123 242694 115696,1,97139,97139 97139
57389 346483 385638 123945 69689,21,120073,314324 183844 17725 341100 100399 18155 236794 336432 64993 319712 352381 18155 338318 48386 155857 143008 308167 11059 5783 308167 372398 47156 47156 120073 120073
315543 315543 315543 315543 315543,1,1682,1682 1682
251972 61664 347974 188390 47043,3,325623,354542 251972 354542 325623 325623 325623
72225 175796 277504 369447 382894,1,325623,325623 325623 325623
354881 368841 441668 354881 276570,2,316183,316183 378940 316183 316183
408218 4001 257040 91888 325852,3,455183,236814 289633 236814 455183
240262 315543 315543 315543 315543,1,129191,129191 129191
218794 303828 461686 338435 821,1,219634,219634 219634
332005 407046 68607 247909 332005,1,223985,223985 223985
248605 454766 64642 323896 237901,2,424279,73416 424279 424279
371585 7943 371585 7943 335351,1,107639,107639 107639
290207 333867 200242 269088 222684,1,198934,198934 198934
352381 343468 8089 343468 380014,1,204049,204049 204049
27264 390062 106786 349677 74833,2,437264,204049 204049 437264 204049 437264
355741 355741 355741 391691 216207,1,355741,355741 355741
170277 201578 367434 165058 388202,1,170277,170277 170277
336891 413310 228882 230257 356457,2,324079,336891 324079
239118 265810 395435 456912 456912,2,324079,336891 336891 324079
163173 324079 284734 324079 111675,2,324079,336891 324079 324079
420960 420960 460553 420960 420960,1,155548,155548 155548 155548 155548
315543 46232 46232 46232 409804,12,320494,422425 193828 193828 193828 193828 193828 422425 193828 388097 119636 397154 393813 246634 402580 106615 287001 320494 193828 320494 320494 410086 320494
17478 269631 131385 438823 88432,8,258789,320494 452295 1494 443088 279852 289042 289042 197862 258789 258789
131385 269631 248676 380237 44261,9,370360,190034 141780 310720 258789 228066 370360 320494 320494 370360 320494 258789 370360 320494 320494 370360 320494 456792 320494 193828 320494 370360 258789 320494 370360 370360 370360
302478 21886 362059 335873 292444,2,289193,62529 289193 289193 289193 289193 289193
225533 302563 38475 156468 193110,1,368060,368060 368060
398579 446978 386636 398579 446978,2,375951,314982 375951 375951 375951
